simulation,subject,group_id,question_id,source_file,source_exam,source_question,answer,answer_source,difficulty,solution_status,shared_context,pages,question_text
simulacro-1,Lectura Crítica,LEC-reading2026-main-17-18,reading2026:main:18,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,18,B,official,Media,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p018.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p019.jpg,"19 Pregunta 18 Considere el siguiente resumen del texto: “La autora analiza la relación entre el turismo y la fotografía, teniendo en cuenta que los cosmopolitas ven en sus viajes al acto de fotografiar como una necesidad. Según ella, ese acto acaba por convertirse en una práctica trivial con la que solo se busca mitigar la desorientación general que causan los viajes. Así, la fotografía se convierte para los cosmopolitas japoneses, estadounidenses y alemanes en una especie de reemplazo del trabajo al que están acostumbrados”. El anterior resumen se puede describir como inadecuado porque A. expone ideas contrarias a las afirmaciones principales del texto. B. se centra en un tipo particular de turistas y no en los turistas en general. C. omite el tono irónico y burlón con que la autora se refiere al arte de la fotografía. D. se detiene en presentar información en extremo detallada y secundaria del texto."
simulacro-1,Lectura Crítica,LEC-reading2026-main-19-20,reading2026:main:19,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,19,C,official,Media,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p020.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p021.jpg,"Pregunta 19 De acuerdo con el texto, se puede afirmar que la descripción de los indios de Ibagué hecha por Aguado corresponde a A. un periodo anterior a la llegada de los españoles al continente americano, pues presenta a los indígenas en una situación de “salvajismo” absoluto. B. el proceso de fundación de la ciudad colonial de Ibagué, pues la dinámica de colonización consistía en fundar las ciudades y luego someter a los indígenas de la zona. C. la etapa de “conquista” de los territorios que se anexarían a la colonia neogranadina, pues la descripción es parte de un relato de una campaña militar. D. un periodo histórico indeterminado, pues el texto no ofrece información cronológica que permita identificar el momento que corresponde a la descripción."
simulacro-1,Lectura Crítica,LEC-reading2026-main-19-20,reading2026:main:20,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,20,B,official,Fácil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p020.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p021.jpg,"21 Pregunta 20 De acuerdo a su contenido, ¿qué otro título podría ajustarse al texto? A. Civilización y barbarie en la colonización española. B. Fray Pedro de Aguado y la construcción retórica del indígena. C. El canibalismo ritual en la crónica de fray Pedro de Aguado. D. La influencia de los autores clásicos en los cronistas neogranadinos: el caso de Aguado."
simulacro-2,Lectura Crítica,LEC-reading2026-main-23-23,reading2026:main:23,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,23,C,official,Fácil,enhanced_guided,False,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p024.jpg,"24 RESPONDE LA PREGUNTA 23 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN » Las filosofías comienzan en filosofía y acaban en retórica. (59) » La filosofía es actitud solitaria. » La adhesión de cualquier muchedumbre a una doctrina la convierte en mitología. (110) » Los sistemas filosóficos difieren los unos de los otros menos en la manera de resolver que en la manera de escamotear los problemas. (117) » Los que se ocupan de filosofía no la tomarían tan en serio, si generalmente no vivieran de ella como profesión. (130) » En filosofía lo que no sea fragmento es estafa. (162) Tomado de: Gómez Dávila, N.(1992). Sucesivos escolios a un texto implícito. Bogotá: Instituto Caro y Cuervo. Pregunta 23 De acuerdo con el enunciado “Los sistemas filosóficos difieren los unos de los otros menos en la manera de resolver que en la manera de escamotear los problemas”, ¿cuál es la principal diferencia entre un sistema filosófico y otro? A. La manera de plantear los problemas. B. La manera de resolver los problemas. C. La manera de esquivar los problemas. D. La manera de burlarse de los problemas."
simulacro-2,Lectura Crítica,LEC-reading2026-main-25-25,reading2026:main:25,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,25,B,official,Fácil,enhanced_guided,False,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p026.jpg,"27 Pregunta 25 Teniendo en cuenta los planteamientos dados en la historieta, ¿cuál de los siguientes enunciados contradice la tesis central del texto? A. No todo se divide entre lo que depende y lo que no depende de nosotros. B. Alejarnos de alguien no depende de nosotros mismos. C. La mente de un filósofo funciona de la misma manera que su cuerpo. D. El juicio y el deseo no dependen de nosotros. RESPONDE LAS PREGUNTAS 26 A 28 DE ACUERDO CON LA SIGUIENTE INFORMACIÓN La historia del arte A mucha gente le gusta ver en los cuadros lo que también le gustaría ver en la realidad. Se trata de una preferencia perfectamente comprensible. A todos nos atrae lo bello en la naturaleza y agradecemos a los artistas que lo recojan en sus obras. Esos mismos artistas no nos censurarían por nuestros gustos. Cuando el gran artista flamenco Rubens dibujó a su hijo, estaba orgulloso de sus agradables acciones y deseaba que también nosotros admiráramos al pequeño. Pero esta inclinación a los temas bonitos y atractivos puede convertirse en nociva si nos conduce a rechazar obras que representan asuntos menos agradables. El gran pintor alemán Alberto Durero seguramente dibujó a su madre con tanta devoción y cariño como Rubens a su hijo. Su verista estudio de la vejez y la decrepitud puede producirnos tan viva impresión que nos haga apartar los ojos de él y, sin embargo, si reaccionamos contra esta primera aversión, quedaremos recompensados con creces, pues el dibujo de Durero, en su tremenda sinceridad, es una gran obra. En efecto, de pronto descubrimos que la hermosura de un cuadro no reside realmente en la belleza de su tema. No sé si los golfillos que el pintor español Murillo se complacía en pintar eran estrictamente bellos o no, pero tal como fueron pintados por él, poseen desde luego gran encanto. Tomado de: Gombrich, E. H. (2003). La historia del arte. Madrid: Random House Mondadori."
simulacro-1,Lectura Crítica,LEC-reading2026-main-29-33,reading2026:main:29,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,29,A,official,Media,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p029.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p030.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p031.jpg,"Pregunta 29 ¿Cuál de las siguientes afirmaciones contradice las ideas que presenta el autor? A. Algunas personas actúan justamente a pesar de poder actuar de manera injusta. B. La injusticia, contrariamente a la justicia, es natural en el ser humano. C. Actuar con justicia brinda menos ventajas que hacerlo con injusticia. D. La injusticia, contrariamente a la justicia, se comete voluntariamente."
simulacro-1,Lectura Crítica,LEC-reading2026-main-29-33,reading2026:main:30,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,30,B,official,Difícil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p029.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p030.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p031.jpg,"Pregunta 30 De los siguientes enunciados, ¿cuál presenta un supuesto subyacente a la afirmación “Todo hombre piensa que la injusticia le brinda más ventajas individuales que la justicia, y está en lo cierto, si habla de acuerdo con esta teoría”? A. La injusticia brinda las mismas ventajas individuales que la justicia. B. La justicia, al igual que la injusticia, brinda ventajas individuales. C. La injusticia, a diferencia de la justicia, brinda pocas ventajas individuales. D. La justicia no brinda ninguna de las ventajas individuales que la injusticia brinda."
simulacro-1,Lectura Crítica,LEC-reading2026-main-29-33,reading2026:main:31,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,31,D,official,Difícil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p029.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p030.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p031.jpg,"30 Pregunta 31 ¿Cuál de las siguientes afirmaciones constituye una razón a favor de la tesis principal del texto anterior, a saber, que cuando alguien actúa justamente lo hace por obligación y no voluntariamente? A. La gente se ve obligada a actuar justamente. B. Solo la igualdad garantiza el respeto por la ley. C. La injusticia brinda las mismas ventajas individuales que la justicia. D. Siempre que una persona cuente con la libertad para cometer injusticias lo hará."
simulacro-1,Lectura Crítica,LEC-reading2026-main-29-33,reading2026:main:32,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,32,B,official,Media,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p029.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p030.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p031.jpg,"Pregunta 32 ¿Cuál de las siguientes afirmaciones sintetiza adecuadamente las ideas contenidas en el primer párrafo del texto? A. El que alguien sea justo es un deber que se deriva de la conciencia moral que tienen todos los hombres. B. El que alguien sea justo resulta de una imposición, pues toda persona sin las restricciones y exigencias de la ley buscará satisfacer sus deseos. C. La justicia es una ilusión, ya que lo natural es que una persona busque cumplir sus deseos y alcanzar sus intereses, sin reparar en la igualdad que exige la ley. D. La justicia es un ideal inalcanzable, ya que toda persona, por más justa que aparente ser, tiene intereses propios que pueden llevarla a cometer injusticias."
simulacro-1,Lectura Crítica,LEC-reading2026-main-29-33,reading2026:main:33,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,33,B,official,Media,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p029.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p030.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p031.jpg,"31 Pregunta 33 Dada la estructura del texto anterior, ¿qué propósito general tiene el autor al introducir el relato sobre el anillo de Giges, y cómo lo alcanza? A. Promover en la audiencia la idea de que es más ventajoso seguir el camino de la injusticia. El caso de Giges muestra cómo obtuvo beneficios gracias al comportamiento injusto que le posibilitó el anillo. B. Convencer a la audiencia de que todo hombre cometerá injusticias cuando tenga la oportunidad. Así lo hizo Giges una vez descubrió el poder que le otorgaba el anillo. C. Reforzar en la audiencia la idea de que todos cometemos injusticias. El caso de Giges ilustra cómo las personas aparentemente justas en realidad cometen grandes injusticias. D. Persuadir a la audiencia de que actuar justamente requiere mucha fuerza de voluntad. En el caso de Giges, la tentación derivada del poder del anillo doblegó su voluntad."
simulacro-1,Lectura Crítica,LEC-reading2026-main-34-41,reading2026:main:34,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,34,C,official,Difícil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p032.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p033.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p034.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p035.jpg,"Pregunta 34 Para el autor, el amor o el enamoramiento son A. la base fundamental del matrimonio y de la familia. B. una atracción que amenaza al respeto y la solidaridad debida a la familia. C. unas ideas vinculadas recientemente al matrimonio y la familia. D. unos sentimientos irracionales que contradicen el deber ser del matrimonio."
simulacro-1,Lectura Crítica,LEC-reading2026-main-34-41,reading2026:main:35,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,35,D,official,Difícil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p032.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p033.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p034.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p035.jpg,"Pregunta 35 En el Fragmento tomado del texto: ""Que el matrimonio no se basara en el amor no quiere decir que las personas no se enamoraran. Sin embargo, en algunas culturas se trata de algo incompatible con el matrimonio"", ¿qué función cumple el conector ""Sin embargo""? A. Introducir un nuevo tema de reflexión. B. Negar información suministrada previamente. C. Agregar nuevos detalles acerca de lo dicho anteriormente. D. Contrastar la información anterior sin llegar a invalidarla."
simulacro-1,Lectura Crítica,LEC-reading2026-main-34-41,reading2026:main:36,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,36,C,official,Difícil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p032.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p033.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p034.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p035.jpg,"33 Pregunta 36 La palabra “dote” utilizada en el segundo párrafo del texto, puede remplazarse, sin que se modifique el sentido de lo dicho por: A. Ahorros de la futura esposa B. Dinero de los familiares C. Aporte patrimonial D. Ceremonia matrimonial"
simulacro-1,Lectura Crítica,LEC-reading2026-main-34-41,reading2026:main:37,16-feb-cuadernillo-de-preguntas-lectura-critica-saber-11-2026.pdf,,37,D,official,Difícil,enhanced_guided,True,assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p032.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p033.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p034.jpg | assets/pages/16-feb-cuadernillo-de-preguntas-lectura-critica-saber-1/p035.jpg,"Pregunta 37 En el texto, ¿qué función cumple el tercer párrafo? A. Presentar un paralelo entre las concepciones del amor y el matrimonio en la China tradicional y en Occidente. B. Demuestrar que en China el enamoramiento entre esposos era una amenaza al respeto y la solidaridad de la familia. C. Sintetizar las razones por las cuales en algunas culturas el enamoramiento y el matrimonio se consideran incompatibles. D. Proveer un ejemplo de como la asociación entre el amor y el matrimonio no es algo propio de todos los tiempos y culturas."
